Probe	ProbeID	gennames	biotype_gene
23776	ILMN_1843804	270369	NA	antisense
23777	ILMN_1843932	5290768	SAP30L	protein_coding
23778	ILMN_1843949	3360446	HMBOX1	protein_coding
23779	ILMN_1843974	7400646	NA	NA
23780	ILMN_1844030	2340523	NA	NA
23781	ILMN_1844057	7210768	NA	lincRNA
23782	ILMN_1844068	4050612	NA	NA
23783	ILMN_1844074	4590445	NA	processed_transcript
23784	ILMN_1844083	2070477	C12orf71	protein_coding
23785	ILMN_1844128	50020	NA	protein_coding
23786	ILMN_1844132	6220670	NA	NA
23787	ILMN_1844203	5090338	NA	NA
23788	ILMN_1844361	3290601	NA	NA
23789	ILMN_1844408	5890204	PLXNA2	protein_coding
23790	ILMN_1844424	5090598	NA	NA
23791	ILMN_1844496	6550041	NA	NA
23792	ILMN_1844522	1710176	TSNAX-DISC1	protein_coding
23793	ILMN_1844593	5900246	NRG1	protein_coding
23794	ILMN_1844611	7100619	NA	NA
23795	ILMN_1844612	940608	NA	NA
23796	ILMN_1844691	4200528	STXBP5L	protein_coding
23797	ILMN_1844706	4480678	NA	lincRNA
23798	ILMN_1844755	6560184	NA	lincRNA
23799	ILMN_1844779	1190730	NA	antisense
23800	ILMN_1844813	4760201	NA	lincRNA
23801	ILMN_1844823	5260167	NA	NA
23802	ILMN_1844862	5490112	NSL1	protein_coding
23803	ILMN_1844882	6290273	MORC4	protein_coding
23804	ILMN_1844905	1440246	NA	NA
23805	ILMN_1844919	3460735	EBF2	protein_coding
23806	ILMN_1844925	7570202	TRIM55	protein_coding
23807	ILMN_1845037	6940605	TRIM69	protein_coding
23808	ILMN_1845076	7330768	NA	NA
23809	ILMN_1845086	3290609	NA	NA
23810	ILMN_1845108	6280519	NA	lincRNA
23811	ILMN_1845157	4070242	TRAPPC12	protein_coding
23812	ILMN_1845162	7050376	MYO1H	protein_coding
23813	ILMN_1845201	2120349	CCDC59	protein_coding
23814	ILMN_1845221	3440273	NA	NA
23815	ILMN_1845347	4830367	NA	antisense
23816	ILMN_1845398	520328	NA	NA
23817	ILMN_1845475	4670594	NA	NA
23818	ILMN_1845693	780612	COL6A5	protein_coding
23819	ILMN_1845757	6380450	SHFM1	protein_coding
23820	ILMN_1845776	270441	LINC01072	lincRNA
23821	ILMN_1845778	150601	NA	lincRNA
23822	ILMN_1845875	5290139	NA	NA
23823	ILMN_1845894	3190722	NA	lincRNA
23824	ILMN_1845933	6900577	NA	lincRNA
23825	ILMN_1846043	5720603	NA	lincRNA
23826	ILMN_1846072	4900035	NA	lincRNA
23827	ILMN_1846110	6620333	NA	NA
23828	ILMN_1846128	5080170	NA	NA
23829	ILMN_1846162	6660440	NA	NA
23830	ILMN_1846177	5310546	NA	lincRNA
23831	ILMN_1846242	6450170	NA	antisense
23832	ILMN_1846249	6060601	NA	NA
23833	ILMN_1846277	7200692	FGFR2	protein_coding
23834	ILMN_1846282	4290551	NA	NA
23835	ILMN_1846306	3870025	NA	lincRNA
23836	ILMN_1846412	5690379	NA	NA
23837	ILMN_1846419	1440491	NA	NA
23838	ILMN_1846430	60487	NA	lincRNA
23839	ILMN_1846451	6760601	NA	NA
23840	ILMN_1846480	2320687	NA	NA
23841	ILMN_1846499	5490041	NA	lincRNA
23842	ILMN_1846537	2070132	NA	NA
23843	ILMN_1846543	70609	LINC00866	lincRNA
23844	ILMN_1846547	3520561	RPL9P29	processed_pseudogene
23845	ILMN_1846567	2030634	NA	lincRNA
23846	ILMN_1846630	380022	NA	NA
23847	ILMN_1846654	4490670	NA	NA
23848	ILMN_1846732	4760315	NA	NA
23849	ILMN_1846742	7510458	NA	NA
23850	ILMN_1846763	1580598	NA	antisense
23851	ILMN_1846768	870703	RNF146	protein_coding
23852	ILMN_1846771	6660717	NA	NA
23853	ILMN_1846776	6580703	LINC00649	antisense
23854	ILMN_1846799	5910129	NA	lincRNA
23855	ILMN_1846807	6330372	NA	NA
23856	ILMN_1846874	70491	NA	NA
23857	ILMN_1846922	2450435	STK32C	protein_coding
23858	ILMN_1846985	7330093	SMIM2-AS1	antisense
23859	ILMN_1847029	3800382	NA	lincRNA
23860	ILMN_1847047	4670491	NA	NA
23861	ILMN_1847123	4250379	NA	NA
23862	ILMN_1847133	3120154	NA	NA
23863	ILMN_1847202	3400220	NA	lincRNA
23864	ILMN_1847220	4780753	LMBR1L	protein_coding
23865	ILMN_1847308	2630601	FAM168A	protein_coding
23866	ILMN_1847363	1820711	TMEM179	protein_coding
23867	ILMN_1847402	2450736	PROX1-AS1	processed_transcript
23868	ILMN_1847415	1070743	NA	lincRNA
23869	ILMN_1847473	1510315	NA	NA
23870	ILMN_1847494	1430682	SLC16A7	protein_coding
23871	ILMN_1847602	1990594	HAR1A	lincRNA
23872	ILMN_1847612	1110189	LINC00491	lincRNA
23873	ILMN_1847645	2140731	NA	NA
23874	ILMN_1847758	6250392	NA	sense_overlapping
23875	ILMN_1847771	1300646	NA	NA
23876	ILMN_1847793	2230370	NA	NA
23877	ILMN_1847804	990209	NA	antisense
23878	ILMN_1847825	3990113	NA	NA
23879	ILMN_1847836	6200338	NA	transcribed_unprocessed_pseudogene
23880	ILMN_1847849	7560386	NA	lincRNA
23881	ILMN_1847950	5910730	NA	NA
23882	ILMN_1847965	4830014	RNF168	protein_coding
23883	ILMN_1848095	1030600	NA	NA
23884	ILMN_1848166	160131	NA	lincRNA
23885	ILMN_1848214	1050504	ZCCHC7	protein_coding
23886	ILMN_1848273	3610142	DNAH10	protein_coding
23887	ILMN_1848311	6110669	NA	NA
23888	ILMN_1848328	1340142	ZCCHC8	protein_coding
23889	ILMN_1848374	7100746	NA	NA
23890	ILMN_1848440	650114	NA	NA
23891	ILMN_1848461	4060129	NA	lincRNA
23892	ILMN_1848474	2850671	NA	NA
23893	ILMN_1848529	4850544	NA	TEC
23894	ILMN_1848552	7000193	NFIB	protein_coding
23895	ILMN_1848576	5810431	EHD3	protein_coding
23896	ILMN_1848606	7550196	NA	NA
23897	ILMN_1848815	4060670	NA	NA
23898	ILMN_1848820	6550338	NA	NA
23899	ILMN_1848843	1030100	NA	NA
23900	ILMN_1848863	6280075	NFIC	protein_coding
23901	ILMN_1848906	620037	NA	NA
23902	ILMN_1848913	7380240	DOCK9-AS2	antisense
23903	ILMN_1848916	1710408	TTLL7	protein_coding
23904	ILMN_1849013	4010100	NA	NA
23905	ILMN_1849041	5220553	LINC00853	antisense
23906	ILMN_1849068	5860082	NA	lincRNA
23907	ILMN_1849090	150195	NA	NA
23908	ILMN_1849117	1400753	NA	lincRNA
23909	ILMN_1849134	7330288	NA	NA
23910	ILMN_1849146	870079	MRPS33	protein_coding
23911	ILMN_1849186	1820743	ZNF704	protein_coding
23912	ILMN_1849192	2350719	NA	processed_transcript
23913	ILMN_1849206	2900706	NA	NA
23914	ILMN_1849228	7570601	LINC01096	lincRNA
23915	ILMN_1849238	830477	NA	NA
23916	ILMN_1849267	2570689	NA	lincRNA
23917	ILMN_1849268	3370463	NA	TEC
23918	ILMN_1849285	60296	NA	antisense
23919	ILMN_1849298	3140477	SH3TC2	protein_coding
23920	ILMN_1849342	2490037	NA	NA
23921	ILMN_1849363	6100674	GRM6	protein_coding
23922	ILMN_1849399	6900370	NA	NA
23923	ILMN_1849418	6940706	NA	lincRNA
23924	ILMN_1849420	730239	NA	NA
23925	ILMN_1849430	160139	NA	NA
23926	ILMN_1849494	3420356	EFR3B	protein_coding
23927	ILMN_1849503	6130102	SGMS1-AS1	antisense
23928	ILMN_1849512	7040332	NA	NA
23929	ILMN_1849726	6370328	NA	NA
23930	ILMN_1849744	5670411	NA	NA
23931	ILMN_1849745	5810601	NA	NA
23932	ILMN_1849762	7550706	NA	NA
23933	ILMN_1849784	7320189	NA	NA
23934	ILMN_1849789	2230092	SOCS2	protein_coding
23935	ILMN_1849794	2320594	NA	NA
23936	ILMN_1849842	6900519	NA	lincRNA
23937	ILMN_1849859	3870142	NA	TEC
23938	ILMN_1849941	150392	MAPK8	protein_coding
23939	ILMN_1849966	70632	NA	lincRNA
23940	ILMN_1849997	1440079	NA	lincRNA
23941	ILMN_1850086	1780333	NA	NA
23942	ILMN_1850093	3130279	NA	lincRNA
23943	ILMN_1850115	50612	NA	NA
23944	ILMN_1850130	2970300	NA	NA
23945	ILMN_1850238	380301	NA	NA
23946	ILMN_1850240	6060180	NA	NA
23947	ILMN_1850243	1940601	NA	NA
23948	ILMN_1850338	2750022	NA	NA
23949	ILMN_1850366	4250050	NA	NA
23950	ILMN_1850372	4260376	NA	lincRNA
23951	ILMN_1850374	160497	NA	NA
23952	ILMN_1850443	5560743	NA	processed_transcript
23953	ILMN_1850456	2510414	MACROD2	protein_coding
23954	ILMN_1850501	650341	NA	NA
23955	ILMN_1850574	6370161	HDAC9	protein_coding
23956	ILMN_1850583	3520142	NA	NA
23957	ILMN_1850594	1570044	NA	NA
23958	ILMN_1850613	780397	AEBP2	protein_coding
23959	ILMN_1850685	2000746	NA	lincRNA
23960	ILMN_1850711	3710398	NA	lincRNA
23961	ILMN_1850734	6590519	NA	NA
23962	ILMN_1850795	60441	NA	lincRNA
23963	ILMN_1850816	5310670	ELF2	protein_coding
23964	ILMN_1850842	2360523	NA	NA
23965	ILMN_1850875	2510148	NA	NA
23966	ILMN_1850892	6860270	NA	antisense
23967	ILMN_1850991	3290192	CPQ	protein_coding
23968	ILMN_1851063	5720037	NA	transcribed_unprocessed_pseudogene
23969	ILMN_1851107	4250142	TMEM114	protein_coding
23970	ILMN_1851169	6560189	NA	NA
23971	ILMN_1851299	6840367	NA	NA
23972	ILMN_1851356	2690653	NA	NA
23973	ILMN_1851376	10600	NA	NA
23974	ILMN_1851396	6060673	NA	NA
23975	ILMN_1851451	130196	NA	lincRNA
23976	ILMN_1851453	270521	RFX3	protein_coding
23977	ILMN_1851487	240403	CA5A	protein_coding
23978	ILMN_1851492	3460020	GAN	protein_coding
23979	ILMN_1851547	650180	FAM120C	protein_coding
23980	ILMN_1851553	7570040	NA	NA
23981	ILMN_1851610	2360296	GLB1L3	protein_coding
23982	ILMN_1851639	6330255	NA	NA
23983	ILMN_1851667	50639	NA	NA
23984	ILMN_1851677	5260373	HIPK2	protein_coding
23985	ILMN_1851760	5490020	PFKP	protein_coding
23986	ILMN_1851771	3440520	NA	NA
23987	ILMN_1851843	7160068	KAZN	protein_coding
23988	ILMN_1851865	2570296	LINC00961	protein_coding
23989	ILMN_1851891	1990634	LINC00871	lincRNA
23990	ILMN_1851906	1690575	NA	lincRNA
23991	ILMN_1851912	3520685	NA	NA
23992	ILMN_1851949	2370519	NA	NA
23993	ILMN_1851972	1570097	NA	lincRNA
23994	ILMN_1852022	2810692	PLIN4	protein_coding
23995	ILMN_1852040	3710577	NA	lincRNA
23996	ILMN_1852041	4730487	NA	lincRNA
23997	ILMN_1852078	2940161	NA	NA
23998	ILMN_1852151	290372	NA	NA
23999	ILMN_1852179	2650333	NA	lincRNA
24000	ILMN_1852224	2260315	SLC44A1	protein_coding
24001	ILMN_1852279	3140730	LINC01324	lincRNA
24002	ILMN_1852349	5820156	ST3GAL6-AS1	antisense
24003	ILMN_1852367	3780523	LINC00533	lincRNA
24004	ILMN_1852384	5220086	ERC1	protein_coding
24005	ILMN_1852387	1050494	FTX	lincRNA
24006	ILMN_1852461	4560102	NA	NA
24007	ILMN_1852526	240253	NA	NA
24008	ILMN_1852659	2140445	NA	NA
24009	ILMN_1852756	4670408	NA	NA
24010	ILMN_1852793	6180592	NA	lincRNA
24011	ILMN_1852827	360632	FABP3	protein_coding
24012	ILMN_1853093	3310162	PLEKHG4B	protein_coding
24013	ILMN_1853116	5340189	NA	lincRNA
24014	ILMN_1853122	2850044	PGAM1P5	transcribed_processed_pseudogene
24015	ILMN_1853160	5870292	GLIS3	protein_coding
24016	ILMN_1853193	2650181	TMEM260	protein_coding
24017	ILMN_1853210	3140600	NA	NA
24018	ILMN_1853213	3180433	NA	NA
24019	ILMN_1853280	4040603	NA	lincRNA
24020	ILMN_1853344	5700678	NA	NA
24021	ILMN_1853450	3780397	NA	NA
24022	ILMN_1853505	5490575	NA	NA
24023	ILMN_1853592	4670044	TFAP2B	protein_coding
24024	ILMN_1853599	270411	LINC01119	lincRNA
24025	ILMN_1853631	4920451	NA	NA
24026	ILMN_1853632	4250086	HPSE2	protein_coding
24027	ILMN_1853693	7650239	WDR35	protein_coding
24028	ILMN_1853705	5860014	NA	lincRNA
24029	ILMN_1853708	1230372	NA	NA
24030	ILMN_1853738	6860504	SYCE2	protein_coding
24031	ILMN_1853742	380221	KIAA2022	protein_coding
24032	ILMN_1853748	6900474	NA	NA
24033	ILMN_1853798	5550349	NA	NA
24034	ILMN_1853824	6420500	MGAT3	protein_coding
24035	ILMN_1853837	3520739	TRPC2	transcribed_unprocessed_pseudogene
24036	ILMN_1853876	1820768	TMEM64	protein_coding
24037	ILMN_1853881	1780162	NA	antisense
24038	ILMN_1853920	2120095	NA	NA
24039	ILMN_1854029	510014	NA	NA
24040	ILMN_1854030	6650072	NA	TEC
24041	ILMN_1854031	2120056	NA	NA
24042	ILMN_1854109	2480609	NA	NA
24043	ILMN_1854131	2480750	NA	NA
24044	ILMN_1854132	240138	NA	lincRNA
24045	ILMN_1854165	7380215	SHISA9	protein_coding
24046	ILMN_1854169	1260470	NA	NA
24047	ILMN_1854170	4810470	NA	lincRNA
24048	ILMN_1854201	3520292	NA	lincRNA
24049	ILMN_1854257	5490497	NA	NA
24050	ILMN_1854349	7610296	RNF217	protein_coding
24051	ILMN_1854359	2570274	NA	lincRNA
24052	ILMN_1854361	2570735	NA	NA
24053	ILMN_1854383	2510349	NA	protein_coding
24054	ILMN_1854412	620315	LACE1	protein_coding
24055	ILMN_1854469	270762	BICC1	protein_coding
24056	ILMN_1854544	2900431	NA	lincRNA
24057	ILMN_1854580	70544	NA	NA
24058	ILMN_1854607	2510491	MIR100HG	processed_transcript
24059	ILMN_1854765	4730154	NA	NA
24060	ILMN_1854833	2360494	NA	NA
24061	ILMN_1854861	6370167	NA	NA
24062	ILMN_1854913	6960066	NA	NA
24063	ILMN_1854924	3780477	NA	NA
24064	ILMN_1854938	6370446	FAM135A	protein_coding
24065	ILMN_1854978	240189	NA	NA
24066	ILMN_1855058	3370626	NA	NA
24067	ILMN_1855107	5260491	NA	NA
24068	ILMN_1855116	240563	NA	NA
24069	ILMN_1855130	7380326	NA	NA
24070	ILMN_1855163	6560452	NA	NA
24071	ILMN_1855171	3780593	NA	antisense
24072	ILMN_1855212	7000131	NA	NA
24073	ILMN_1855278	6560072	NA	NA
24074	ILMN_1855286	6980500	CEP85L	protein_coding
24075	ILMN_1855291	360398	LINC01588	lincRNA
24076	ILMN_1855346	2490102	NA	lincRNA
24077	ILMN_1855355	3870278	NA	lincRNA
24078	ILMN_1855386	6480025	NA	lincRNA
24079	ILMN_1855401	3180167	NA	NA
24080	ILMN_1855412	6510411	NA	NA
24081	ILMN_1855430	5960735	NA	NA
24082	ILMN_1855478	3190605	NA	NA
24083	ILMN_1855510	2450598	NA	NA
24084	ILMN_1855519	430543	CHRNA2	protein_coding
24085	ILMN_1855549	2480292	NA	antisense
24086	ILMN_1855673	6550397	RSPH9	protein_coding
24087	ILMN_1855682	4200202	NA	NA
24088	ILMN_1855727	6760082	NA	NA
24089	ILMN_1855746	7040731	VPS13A	protein_coding
24090	ILMN_1855791	1070168	NA	NA
24091	ILMN_1855797	6180373	NEMP2	protein_coding
24092	ILMN_1855809	7000414	NA	NA
24093	ILMN_1855868	650129	NA	lincRNA
24094	ILMN_1855910	160202	ST8SIA3	protein_coding
24095	ILMN_1855966	2570372	NA	NA
24096	ILMN_1855975	1400148	MUC22	protein_coding
24097	ILMN_1855976	2760040	NA	NA
24098	ILMN_1855996	6290646	NA	NA
24099	ILMN_1856009	2570554	GRIK3	protein_coding
24100	ILMN_1856031	7380332	LINC01243	lincRNA
24101	ILMN_1856044	2340176	NA	NA
24102	ILMN_1856051	2680324	NA	NA
24103	ILMN_1856081	4230390	LINC00358	lincRNA
24104	ILMN_1856179	5700246	XPR1	protein_coding
24105	ILMN_1856185	7610021	NA	NA
24106	ILMN_1856222	3120300	NA	NA
24107	ILMN_1856229	5700601	NA	lincRNA
24108	ILMN_1856270	4040064	NA	NA
24109	ILMN_1856274	7550019	NDUFAF2	protein_coding
24110	ILMN_1856315	2370168	SCMH1	protein_coding
24111	ILMN_1856374	4210441	NA	NA
24112	ILMN_1856498	1510369	NA	lincRNA
24113	ILMN_1856533	2630280	NA	NA
24114	ILMN_1856538	6370403	NA	lincRNA
24115	ILMN_1856564	6330392	NA	NA
24116	ILMN_1856609	830193	FBXW7	protein_coding
24117	ILMN_1856634	4050025	NFIA	protein_coding
24118	ILMN_1856662	5270348	NA	NA
24119	ILMN_1856775	2490025	NA	NA
24120	ILMN_1856810	110114	NA	NA
24121	ILMN_1856818	4780520	TUBGCP2	protein_coding
24122	ILMN_1856851	4610368	NA	NA
24123	ILMN_1856861	6940487	NA	NA
24124	ILMN_1856983	6760128	LINC01396	lincRNA
24125	ILMN_1856986	5890441	NA	NA
24126	ILMN_1856998	4830196	NA	NA
24127	ILMN_1857017	5560544	SNX8	protein_coding
24128	ILMN_1857067	1980674	NA	protein_coding
24129	ILMN_1857069	6760470	KIAA1147	protein_coding
24130	ILMN_1857101	1260332	NA	NA
24131	ILMN_1857113	1260048	NA	NA
24132	ILMN_1857239	6510041	NAA30	protein_coding
24133	ILMN_1857247	6330288	KAZN	protein_coding
24134	ILMN_1857296	2320739	SLC14A2	protein_coding
24135	ILMN_1857335	4060242	NALT1	antisense
24136	ILMN_1857425	6550653	DLG2	protein_coding
24137	ILMN_1857507	7610601	SUCLG2-AS1	lincRNA
24138	ILMN_1857510	7320022	NA	NA
24139	ILMN_1857522	2850274	NA	NA
24140	ILMN_1857523	2140296	NA	NA
24141	ILMN_1857546	1300243	C1orf132	lincRNA
24142	ILMN_1857569	2350161	SNX18	protein_coding
24143	ILMN_1857588	6130500	RTKN2	protein_coding
24144	ILMN_1857662	2120477	NA	NA
24145	ILMN_1857703	5910561	NA	NA
24146	ILMN_1857768	4490575	SRCIN1	protein_coding
24147	ILMN_1857793	3170343	PDZRN4	protein_coding
24148	ILMN_1857861	3930193	NA	NA
24149	ILMN_1857897	50398	AGAP1	protein_coding
24150	ILMN_1857915	5570519	NA	NA
24151	ILMN_1857947	2000600	NA	NA
24152	ILMN_1857968	2650441	ANKDD1B	protein_coding
24153	ILMN_1857995	1030544	NA	lincRNA
24154	ILMN_1858001	2260575	NA	lincRNA
24155	ILMN_1858006	580022	NA	lincRNA
24156	ILMN_1858084	150379	ACVR1C	protein_coding
24157	ILMN_1858105	4250040	NA	NA
24158	ILMN_1858126	1710619	NA	NA
24159	ILMN_1858245	3440653	NA	lincRNA
24160	ILMN_1858247	2320397	NA	NA
24161	ILMN_1858272	1010039	NA	NA
24162	ILMN_1858289	4830523	NA	NA
24163	ILMN_1858293	4640458	NA	NA
24164	ILMN_1858321	150646	NA	NA
24165	ILMN_1858486	6130240	NA	NA
24166	ILMN_1858507	6200047	NA	TEC
24167	ILMN_1858589	7210491	NA	NA
24168	ILMN_1858599	7610309	RBM43	protein_coding
24169	ILMN_1858624	1740706	NA	NA
24170	ILMN_1858668	6510458	NA	TEC
24171	ILMN_1858692	10082	HTR5BP	transcribed_unprocessed_pseudogene
24172	ILMN_1858700	2190114	NA	lincRNA
24173	ILMN_1858762	2650725	DNAH6	protein_coding
24174	ILMN_1858783	6370437	CTDP1	protein_coding
24175	ILMN_1858791	3310372	SCFD2	protein_coding
24176	ILMN_1858820	1470671	NA	lincRNA
24177	ILMN_1858833	4230639	NA	lincRNA
24178	ILMN_1858947	990465	NA	lincRNA
24179	ILMN_1859030	6660736	NA	NA
24180	ILMN_1859036	2710128	GPR180	protein_coding
24181	ILMN_1859127	1260356	MIR193BHG	lincRNA
24182	ILMN_1859160	6110121	NA	NA
24183	ILMN_1859259	2900598	NA	lincRNA
24184	ILMN_1859293	7560504	NA	NA
24185	ILMN_1859300	3120593	LINC01322	lincRNA
24186	ILMN_1859334	4780564	PTCD2	protein_coding
24187	ILMN_1859393	6100280	TEX13C	protein_coding
24188	ILMN_1859439	5870484	ZNF286B	protein_coding
24189	ILMN_1859446	4280082	NA	NA
24190	ILMN_1859493	2070128	NA	lincRNA
24191	ILMN_1859524	7330161	NA	NA
24192	ILMN_1859573	3420600	CRYBB2P1	transcribed_unprocessed_pseudogene
24193	ILMN_1859584	2490315	NA	lincRNA
24194	ILMN_1859614	3190392	NA	NA
24195	ILMN_1859652	1260711	NA	NA
24196	ILMN_1859657	5290653	NA	antisense
24197	ILMN_1859662	5260647	DLX2-AS1	lincRNA
24198	ILMN_1859665	4590189	NA	antisense
24199	ILMN_1859672	7560392	NA	NA
24200	ILMN_1859701	1570008	MTUS1	protein_coding
24201	ILMN_1859707	5420288	NA	NA
24202	ILMN_1859743	2120685	NA	processed_transcript
24203	ILMN_1859744	2060470	NA	lincRNA
24204	ILMN_1859787	3130445	NA	antisense
24205	ILMN_1859843	6620193	NA	lincRNA
24206	ILMN_1859885	6450019	NA	NA
24207	ILMN_1859905	7050240	NA	NA
24208	ILMN_1859908	5810598	TRAPPC2L	protein_coding
24209	ILMN_1859931	240634	NA	lincRNA
24210	ILMN_1859942	240014	NA	NA
24211	ILMN_1859946	4180612	UHMK1	protein_coding
24212	ILMN_1860084	2120019	NA	NA
24213	ILMN_1860095	3180561	NA	NA
24214	ILMN_1860116	4560259	LINC00112	antisense
24215	ILMN_1860125	650477	NA	NA
24216	ILMN_1860156	5050079	NA	lincRNA
24217	ILMN_1860216	5570475	NA	antisense
24218	ILMN_1860288	4220059	MBTPS2	protein_coding
24219	ILMN_1860308	3780209	NBEAL1	protein_coding
24220	ILMN_1860354	3610577	NA	NA
24221	ILMN_1860487	6370373	NLGN1	protein_coding
24222	ILMN_1860490	2510538	CFL1	protein_coding
24223	ILMN_1860540	4640541	SMC5	protein_coding
24224	ILMN_1860632	620673	NA	NA
24225	ILMN_1860638	5960079	ST3GAL1	protein_coding
24226	ILMN_1860645	6040315	ADAMTS16	protein_coding
24227	ILMN_1860662	2680017	NA	NA
24228	ILMN_1860665	5870411	NA	lincRNA
24229	ILMN_1860722	6200646	NA	NA
24230	ILMN_1860741	5560441	NA	NA
24231	ILMN_1860753	4180048	NA	sense_overlapping
24232	ILMN_1860789	4850634	DPP10	protein_coding
24233	ILMN_1860820	5490059	NA	NA
24234	ILMN_1860939	160609	ERVV-2	protein_coding
24235	ILMN_1860954	6040497	NA	NA
24236	ILMN_1860963	2340725	RNF130	protein_coding
24237	ILMN_1861045	1010438	THRB-AS1	processed_transcript
24238	ILMN_1861057	540279	NA	lincRNA
24239	ILMN_1861059	7150220	NA	NA
24240	ILMN_1861067	5870709	NA	lincRNA
24241	ILMN_1861090	3710538	NA	NA
24242	ILMN_1861091	4220348	ERI1	protein_coding
24243	ILMN_1861123	7330603	NA	NA
24244	ILMN_1861128	3390356	NA	lincRNA
24245	ILMN_1861177	4250487	NA	lincRNA
24246	ILMN_1861270	1230521	KCNQ3	protein_coding
24247	ILMN_1861294	450338	NA	NA
24248	ILMN_1861376	2470730	PLXDC2	protein_coding
24249	ILMN_1861380	1780670	NA	lincRNA
24250	ILMN_1861392	2760139	NA	NA
24251	ILMN_1861414	7150095	NA	NA
24252	ILMN_1861437	6420634	NA	lincRNA
24253	ILMN_1861477	3610189	NA	antisense
24254	ILMN_1861609	5870368	NA	lincRNA
24255	ILMN_1861651	7380468	MARCH6	protein_coding
24256	ILMN_1861652	3140612	ZNF385D	protein_coding
24257	ILMN_1861749	7560091	HRK	protein_coding
24258	ILMN_1861766	7000162	NA	NA
24259	ILMN_1861767	5720324	NA	NA
24260	ILMN_1861772	2140608	NA	NA
24261	ILMN_1861819	3890162	NA	NA
24262	ILMN_1861865	6940241	NA	NA
24263	ILMN_1861874	510408	NA	NA
24264	ILMN_1861896	3870296	ARF1	protein_coding
24265	ILMN_1861915	4730750	NA	NA
24266	ILMN_1861916	7210356	NA	antisense
24267	ILMN_1861982	730220	NA	NA
24268	ILMN_1861985	3850086	NA	NA
24269	ILMN_1862018	6220093	ATXN7L3	protein_coding
24270	ILMN_1862043	7000543	NA	lincRNA
24271	ILMN_1862070	5960327	NA	TEC
24272	ILMN_1862180	4890278	C11orf95	protein_coding
24273	ILMN_1862198	4860037	TRAV25	TR_V_gene
24274	ILMN_1862217	3940762	APH1B	protein_coding
24275	ILMN_1862270	6040093	NA	NA
24276	ILMN_1862302	7330040	NA	NA
24277	ILMN_1862305	3780091	NA	NA
24278	ILMN_1862365	4250348	NA	NA
24279	ILMN_1862424	5720187	NA	lincRNA
24280	ILMN_1862509	6760368	CENPP	protein_coding
24281	ILMN_1862521	3170201	DENND1B	protein_coding
24282	ILMN_1862612	4200168	KCNJ15	protein_coding
24283	ILMN_1862684	5670270	NA	NA
24284	ILMN_1862689	6650671	NA	NA
24285	ILMN_1862737	2510445	NA	NA
24286	ILMN_1862873	2640047	NA	NA
24287	ILMN_1862889	2690162	NA	NA
24288	ILMN_1862900	3870307	NA	NA
24289	ILMN_1862909	6400564	NA	NA
24290	ILMN_1862939	4810554	NA	NA
24291	ILMN_1863099	2760307	NA	NA
24292	ILMN_1863114	6290154	NA	lincRNA
24293	ILMN_1863185	6400390	NA	antisense
24294	ILMN_1863196	2000050	NA	NA
24295	ILMN_1863230	6650739	LINC00382	lincRNA
24296	ILMN_1863233	5360253	FARS2	protein_coding
24297	ILMN_1863284	2710291	NA	NA
24298	ILMN_1863308	1690202	NA	NA
24299	ILMN_1863401	4670438	NA	lincRNA
24300	ILMN_1863439	5290156	PTPRD	protein_coding
24301	ILMN_1863470	1470021	C1orf132	lincRNA
24302	ILMN_1863484	940750	NA	NA
24303	ILMN_1863574	5570414	NA	NA
24304	ILMN_1863592	6770487	NA	lincRNA
24305	ILMN_1863639	7560411	NA	NA
24306	ILMN_1863647	2650008	NA	lincRNA
24307	ILMN_1863668	940524	NA	lincRNA
24308	ILMN_1863738	6940632	NA	NA
24309	ILMN_1863858	7000112	NA	antisense
24310	ILMN_1863859	2570133	NA	NA
24311	ILMN_1863899	7560500	NA	lincRNA
24312	ILMN_1863919	3520605	NA	NA
24313	ILMN_1863939	5860288	NA	NA
24314	ILMN_1863962	5890594	NA	NA
24315	ILMN_1863972	7560672	NA	lincRNA
24316	ILMN_1863979	5550162	AGFG2	protein_coding
24317	ILMN_1863994	6380010	LRRC3	protein_coding
24318	ILMN_1864001	4730100	NA	lincRNA
24319	ILMN_1864016	3170056	NA	NA
24320	ILMN_1864157	1940671	NA	NA
24321	ILMN_1864166	5260328	HIVEP3	protein_coding
24322	ILMN_1864204	1340543	NA	lincRNA
24323	ILMN_1864228	7200072	NA	lincRNA
24324	ILMN_1864360	150500	NA	NA
24325	ILMN_1864421	1440670	NA	NA
24326	ILMN_1864422	3290632	POU2F1	protein_coding
24327	ILMN_1864512	2370717	NA	NA
24328	ILMN_1864527	240092	NA	NA
24329	ILMN_1864558	5900687	NA	lincRNA
24330	ILMN_1864565	2510601	NA	lincRNA
24331	ILMN_1864580	7510279	NA	NA
24332	ILMN_1864587	7100025	NA	NA
24333	ILMN_1864588	6450743	NA	NA
24334	ILMN_1864631	4670725	NA	antisense
24335	ILMN_1864685	2070053	NA	NA
24336	ILMN_1864714	2470504	ADAMTSL1	protein_coding
24337	ILMN_1864749	5050674	NA	NA
24338	ILMN_1864813	3360528	LINC00290	lincRNA
24339	ILMN_1864819	290544	NA	NA
24340	ILMN_1864900	430438	NA	NA
24341	ILMN_1864920	450370	TLDC1	protein_coding
24342	ILMN_1864988	2350402	NA	NA
24343	ILMN_1864989	4180370	NA	lincRNA
