Probe	ProbeID	gennames	biotype_gene
7569	ILMN_1697117	6220470	TBP	protein_coding
7570	ILMN_1697118	2060128	ARMC6	protein_coding
7571	ILMN_1697120	1430193	NA	NA
7572	ILMN_1697121	5960204	NA	processed_transcript
7573	ILMN_1697123	610541	NA	lincRNA
7574	ILMN_1697138	4120564	NA	lincRNA
7575	ILMN_1697141	7570291	NA	NA
7576	ILMN_1697153	5890047	ZDHHC17	protein_coding
7577	ILMN_1697157	6110424	PDE4D	protein_coding
7578	ILMN_1697160	2000021	NA	NA
7579	ILMN_1697166	3890524	C9orf78	protein_coding
7580	ILMN_1697168	5090386	NA	NA
7581	ILMN_1697175	4260537	TAF8	protein_coding
7582	ILMN_1697176	3190167	GFAP	protein_coding
7583	ILMN_1697189	10543	PNCK	protein_coding
7584	ILMN_1697200	2640100	MON2	protein_coding
7585	ILMN_1697206	6590392	DHX40	protein_coding
7586	ILMN_1697211	5720468	NA	NA
7587	ILMN_1697218	6590661	MED22	protein_coding
7588	ILMN_1697220	5960398	NT5E	protein_coding
7589	ILMN_1697227	7160612	USP36	protein_coding
7590	ILMN_1697228	4780528	ADGRG1	protein_coding
7591	ILMN_1697236	6770373	CNBD1	protein_coding
7592	ILMN_1697262	1070154	NA	NA
7593	ILMN_1697268	1190142	EMILIN2	protein_coding
7594	ILMN_1697286	5910390	SF3A1	protein_coding
7595	ILMN_1697287	1430441	NA	NA
7596	ILMN_1697289	3940646	NA	NA
7597	ILMN_1697292	780692	NA	NA
7598	ILMN_1697301	2070014	ST8SIA3	protein_coding
7599	ILMN_1697302	4890736	SUGP1	protein_coding
7600	ILMN_1697308	6280156	AFF3	protein_coding
7601	ILMN_1697315	6130450	GNAT1	protein_coding
7602	ILMN_1697317	5340725	NA	NA
7603	ILMN_1697328	7570609	NA	NA
7604	ILMN_1697331	5960427	NA	NA
7605	ILMN_1697338	5870767	SRPK3	protein_coding
7606	ILMN_1697342	3170521	HOXC11	protein_coding
7607	ILMN_1697348	6370538	WBSCR22	protein_coding
7608	ILMN_1697349	6860338	NA	NA
7609	ILMN_1697353	5810309	SIRPB2	protein_coding
7610	ILMN_1697363	2750647	C20orf27	protein_coding
7611	ILMN_1697370	6400068	CST11	protein_coding
7612	ILMN_1697373	1660164	LINC00207	lincRNA
7613	ILMN_1697378	7380079	NA	lincRNA
7614	ILMN_1697405	2510050	PLCL1	protein_coding
7615	ILMN_1697409	6520725	TNFRSF14	protein_coding
7616	ILMN_1697412	5700484	RHBG	protein_coding
7617	ILMN_1697418	3130184	RBFOX2	protein_coding
7618	ILMN_1697431	1710068	NA	NA
7619	ILMN_1697433	1770484	CYP46A1	protein_coding
7620	ILMN_1697440	6100441	PRPF4	protein_coding
7621	ILMN_1697444	3390497	NA	NA
7622	ILMN_1697448	1240440	TXNIP	protein_coding
7623	ILMN_1697460	2320273	REEP6	protein_coding
7624	ILMN_1697466	6940286	NA	NA
7625	ILMN_1697469	3060110	SRSF6	protein_coding
7626	ILMN_1697472	2710025	TM2D3	protein_coding
7627	ILMN_1697476	6520044	NA	NA
7628	ILMN_1697491	4610672	PRR5L	protein_coding
7629	ILMN_1697493	5220538	NA	NA
7630	ILMN_1697499	6370315	HLA-DRB5	protein_coding
7631	ILMN_1697503	4850519	NA	NA
7632	ILMN_1697510	1980709	ACSS2	protein_coding
7633	ILMN_1697512	840215	SLC32A1	protein_coding
7634	ILMN_1697529	6760291	RNF10	protein_coding
7635	ILMN_1697543	3870661	NA	NA
7636	ILMN_1697544	6760154	NA	NA
7637	ILMN_1697548	1240615	ADGRL2	protein_coding
7638	ILMN_1697550	130367	ACYP2	protein_coding
7639	ILMN_1697554	4730037	NA	NA
7640	ILMN_1697557	3830037	NA	NA
7641	ILMN_1697559	430465	G6PD	protein_coding
7642	ILMN_1697561	6840390	FBXL16	protein_coding
7643	ILMN_1697567	3400692	TPM3	protein_coding
7644	ILMN_1697585	1580168	NA	NA
7645	ILMN_1697594	360064	ANKRD28	protein_coding
7646	ILMN_1697597	1090072	NA	NA
7647	ILMN_1697599	4830097	DUX4L45	processed_pseudogene
7648	ILMN_1697611	6450037	AMBN	protein_coding
7649	ILMN_1697614	4230243	SNU13	protein_coding
7650	ILMN_1697620	3370593	KCNJ4	protein_coding
7651	ILMN_1697626	6480288	NRF1	protein_coding
7652	ILMN_1697628	2320228	ADARB1	protein_coding
7653	ILMN_1697629	2350722	NA	NA
7654	ILMN_1697631	2630239	PRDM16	protein_coding
7655	ILMN_1697634	6560703	TERB1	protein_coding
7656	ILMN_1697639	1070300	OGT	protein_coding
7657	ILMN_1697642	10044	BCAP29	protein_coding
7658	ILMN_1697652	7040301	PLEKHB2	protein_coding
7659	ILMN_1697654	4640682	PLA2G6	protein_coding
7660	ILMN_1697666	3830201	NRARP	protein_coding
7661	ILMN_1697682	670079	RECQL5	protein_coding
7662	ILMN_1697691	2490692	SHFM1	protein_coding
7663	ILMN_1697694	6590201	ATP6AP1	protein_coding
7664	ILMN_1697701	5130039	PLEKHJ1	protein_coding
7665	ILMN_1697702	2810685	RBMS1	protein_coding
7666	ILMN_1697703	6480026	NA	NA
7667	ILMN_1697704	4830110	NA	NA
7668	ILMN_1697710	3990450	IL37	protein_coding
7669	ILMN_1697729	4900017	MAP2K6	protein_coding
7670	ILMN_1697736	1440451	EXOSC2	protein_coding
7671	ILMN_1697742	3450039	C3orf38	protein_coding
7672	ILMN_1697751	1850347	GINS1	protein_coding
7673	ILMN_1697758	6180437	OR51L1	protein_coding
7674	ILMN_1697760	5390743	NA	NA
7675	ILMN_1697761	1770167	C3orf67	protein_coding
7676	ILMN_1697767	6110653	MIR9-3HG	lincRNA
7677	ILMN_1697773	6760240	ZNF517	protein_coding
7678	ILMN_1697777	2350661	TSTA3	protein_coding
7679	ILMN_1697788	2360301	NA	NA
7680	ILMN_1697790	990369	AGPAT1	protein_coding
7681	ILMN_1697793	3180176	NA	NA
7682	ILMN_1697800	3140653	C16orf86	protein_coding
7683	ILMN_1697804	2810347	NA	NA
7684	ILMN_1697812	4780300	MNX1	protein_coding
7685	ILMN_1697817	1940343	PANX1	protein_coding
7686	ILMN_1697827	1110678	ATP2A3	protein_coding
7687	ILMN_1697830	1940010	MS4A1	protein_coding
7688	ILMN_1697857	5890408	NA	antisense
7689	ILMN_1697863	3440148	NA	NA
7690	ILMN_1697872	6980167	ZNF295-AS1	lincRNA
7691	ILMN_1697880	7210543	PLD2	protein_coding
7692	ILMN_1697906	5700592	WBP4	protein_coding
7693	ILMN_1697914	870086	DGKB	protein_coding
7694	ILMN_1697916	1850435	LARGE2	protein_coding
7695	ILMN_1697919	5560497	WHSC1L1	protein_coding
7696	ILMN_1697922	20253	KIAA1109	protein_coding
7697	ILMN_1697923	2370026	NA	NA
7698	ILMN_1697925	6250241	APOBR	protein_coding
7699	ILMN_1697952	6560605	OSBPL1A	protein_coding
7700	ILMN_1697957	650021	KIAA0930	protein_coding
7701	ILMN_1697959	6380553	SLC35B4	protein_coding
7702	ILMN_1697967	4040674	NA	NA
7703	ILMN_1697971	3930377	NA	NA
7704	ILMN_1697975	2230025	PHF14	protein_coding
7705	ILMN_1697989	3400139	NA	NA
7706	ILMN_1697998	4220544	MTFR2	protein_coding
7707	ILMN_1698001	3800544	NA	NA
7708	ILMN_1698007	1260138	NA	NA
7709	ILMN_1698015	460575	TBX1	protein_coding
7710	ILMN_1698019	4560129	LGMN	protein_coding
7711	ILMN_1698020	1190446	DLC1	protein_coding
7712	ILMN_1698038	7040608	NA	NA
7713	ILMN_1698043	780059	LINC00971	lincRNA
7714	ILMN_1698048	990450	ZNF619	protein_coding
7715	ILMN_1698072	1510072	NA	NA
7716	ILMN_1698100	270609	NA	NA
7717	ILMN_1698117	1340328	DSCR8	protein_coding
7718	ILMN_1698120	1580672	FAM13A	protein_coding
7719	ILMN_1698137	6130131	DNMT3A	protein_coding
7720	ILMN_1698140	650154	LRRC29	protein_coding
7721	ILMN_1698144	1470743	CFH	protein_coding
7722	ILMN_1698148	1500563	CHD5	protein_coding
7723	ILMN_1698159	2030014	NA	NA
7724	ILMN_1698166	6770576	NA	NA
7725	ILMN_1698179	3520768	TAGLN3	protein_coding
7726	ILMN_1698185	5700431	WDR90	protein_coding
7727	ILMN_1698186	3890762	IFNA2	protein_coding
7728	ILMN_1698189	6060767	NA	NA
7729	ILMN_1698209	7560154	AGPS	protein_coding
7730	ILMN_1698218	4570768	TRAF1	protein_coding
7731	ILMN_1698225	1570056	MYO5A	protein_coding
7732	ILMN_1698231	7150224	RRM2B	protein_coding
7733	ILMN_1698233	1410189	RWDD2B	protein_coding
7734	ILMN_1698237	770056	NA	NA
7735	ILMN_1698243	2640086	NA	NA
7736	ILMN_1698246	1030255	MTMR11	protein_coding
7737	ILMN_1698252	6220736	FANCB	protein_coding
7738	ILMN_1698258	5960706	DNAJC8	protein_coding
7739	ILMN_1698259	4120431	TMEM100	protein_coding
7740	ILMN_1698291	1110181	NA	NA
7741	ILMN_1698294	7380201	NA	lincRNA
7742	ILMN_1698307	2140671	DBNL	protein_coding
7743	ILMN_1698311	3120274	NA	NA
7744	ILMN_1698313	4280279	CPM	protein_coding
7745	ILMN_1698315	7160014	CRLF2	protein_coding
7746	ILMN_1698318	5260035	LGALS14	protein_coding
7747	ILMN_1698323	3800537	PLEKHB2	protein_coding
7748	ILMN_1698324	1510025	NA	NA
7749	ILMN_1698330	1740280	NIT1	protein_coding
7750	ILMN_1698363	4210368	C15orf53	protein_coding
7751	ILMN_1698365	2450753	NHLRC3	protein_coding
7752	ILMN_1698367	4060095	NA	NA
7753	ILMN_1698379	1450184	MAGEC1	protein_coding
7754	ILMN_1698395	3390682	NA	NA
7755	ILMN_1698402	3390731	NFX1	protein_coding
7756	ILMN_1698404	3290008	ERN1	protein_coding
7757	ILMN_1698406	3170452	ORMDL1	protein_coding
7758	ILMN_1698407	5810066	LINC00452	lincRNA
7759	ILMN_1698419	4180204	NCOR2	protein_coding
7760	ILMN_1698427	4200270	TMUB2	protein_coding
7761	ILMN_1698432	4640528	ST6GAL2	protein_coding
7762	ILMN_1698441	5820064	KAT6B	protein_coding
7763	ILMN_1698445	4260544	NA	NA
7764	ILMN_1698463	1450075	ILF3	protein_coding
7765	ILMN_1698478	1690711	SNAPC2	protein_coding
7766	ILMN_1698484	2710477	RHOV	protein_coding
7767	ILMN_1698487	3390139	NA	NA
7768	ILMN_1698491	610528	MBD3	protein_coding
7769	ILMN_1698508	7200068	ST8SIA6	protein_coding
7770	ILMN_1698512	2760253	NA	NA
7771	ILMN_1698516	4290674	SORCS3	protein_coding
7772	ILMN_1698519	2230575	NA	antisense
7773	ILMN_1698546	6370070	HNF4A	protein_coding
7774	ILMN_1698548	5870711	PHKA1P1	processed_pseudogene
7775	ILMN_1698552	3180168	NA	lincRNA
7776	ILMN_1698554	1580504	AACS	protein_coding
7777	ILMN_1698578	5960048	NA	NA
7778	ILMN_1698584	6330332	KRTAP4-12	protein_coding
7779	ILMN_1698585	5130082	SLC6A20	protein_coding
7780	ILMN_1698605	2510392	NA	NA
7781	ILMN_1698608	7100291	NA	NA
7782	ILMN_1698621	4040630	COG5	protein_coding
7783	ILMN_1698638	1820463	NA	NA
7784	ILMN_1698649	6020767	LIMK1	protein_coding
7785	ILMN_1698650	3120338	ATAD5	protein_coding
7786	ILMN_1698653	1190066	ODF2	protein_coding
7787	ILMN_1698666	1070333	CST6	protein_coding
7788	ILMN_1698668	2640707	NR1D2	protein_coding
7789	ILMN_1698685	670215	NA	NA
7790	ILMN_1698706	1580709	NA	NA
7791	ILMN_1698712	2260762	NA	lincRNA
7792	ILMN_1698715	4480674	NHLRC2	protein_coding
7793	ILMN_1698725	6840767	FRMD3	protein_coding
7794	ILMN_1698726	5050129	NA	NA
7795	ILMN_1698728	1430403	FGD4	protein_coding
7796	ILMN_1698731	5310682	SEC31B	protein_coding
7797	ILMN_1698732	3780053	NA	NA
7798	ILMN_1698733	670398	CNIH2	protein_coding
7799	ILMN_1698739	130538	NA	NA
7800	ILMN_1698745	6620142	NA	NA
7801	ILMN_1698749	6960528	QKI	protein_coding
7802	ILMN_1698752	6280022	NLRX1	protein_coding
7803	ILMN_1698753	1990603	PRDM13	protein_coding
7804	ILMN_1698756	5570452	NA	NA
7805	ILMN_1698766	6860687	PYCARD	protein_coding
7806	ILMN_1698769	1230273	NA	NA
7807	ILMN_1698770	2760349	NADK2	protein_coding
7808	ILMN_1698777	780379	ADCK1	protein_coding
7809	ILMN_1698803	3360431	NA	NA
7810	ILMN_1698804	4730180	ATP10B	protein_coding
7811	ILMN_1698813	1940367	NA	NA
7812	ILMN_1698832	3940474	NAV1	protein_coding
7813	ILMN_1698835	430095	PFN2	protein_coding
7814	ILMN_1698846	2320369	SLC8A2	protein_coding
7815	ILMN_1698849	4210059	CHRNA2	protein_coding
7816	ILMN_1698885	4780138	PTPRT	protein_coding
7817	ILMN_1698894	4730561	OR5AS1	protein_coding
7818	ILMN_1698897	1710463	NA	NA
7819	ILMN_1698909	1990136	NA	NA
7820	ILMN_1698912	580154	NA	NA
7821	ILMN_1698934	2140239	CMTM7	protein_coding
7822	ILMN_1698940	4780341	RPL15P3	processed_pseudogene
7823	ILMN_1698952	1510240	TNFRSF11A	protein_coding
7824	ILMN_1698953	7400112	BTN1A1	protein_coding
7825	ILMN_1698968	650075	ASXL2	protein_coding
7826	ILMN_1698985	7330246	DCAF6	protein_coding
7827	ILMN_1698995	10296	DES	protein_coding
7828	ILMN_1698996	4760014	SLC19A1	protein_coding
7829	ILMN_1699011	6520470	NA	NA
7830	ILMN_1699020	3850196	NA	NA
7831	ILMN_1699022	2510039	ENDOD1	protein_coding
7832	ILMN_1699027	1510577	HECW2	protein_coding
7833	ILMN_1699037	1780707	PLEKHA1	protein_coding
7834	ILMN_1699046	5220537	NA	NA
7835	ILMN_1699057	2000433	NA	NA
7836	ILMN_1699058	2940131	MIER2	protein_coding
7837	ILMN_1699059	6400100	PFKP	protein_coding
7838	ILMN_1699070	2450039	NA	NA
7839	ILMN_1699071	150315	MAP3K7CL	protein_coding
7840	ILMN_1699072	4480343	NA	NA
7841	ILMN_1699076	5290041	LINC01060	lincRNA
7842	ILMN_1699082	6510725	MAPKAPK5	protein_coding
7843	ILMN_1699085	2000286	XKR6	protein_coding
7844	ILMN_1699087	6480273	NA	NA
7845	ILMN_1699091	1690367	GPATCH2L	protein_coding
7846	ILMN_1699100	6200386	SOAT1	protein_coding
7847	ILMN_1699112	6980170	COPB1	protein_coding
7848	ILMN_1699113	240170	LINC00632	lincRNA
7849	ILMN_1699121	50176	ANO2	protein_coding
7850	ILMN_1699136	7510349	NA	antisense
7851	ILMN_1699139	3710523	NA	NA
7852	ILMN_1699160	7560632	ITK	protein_coding
7853	ILMN_1699164	780746	NA	NA
7854	ILMN_1699172	730730	AFG3L1P	unitary_pseudogene
7855	ILMN_1699178	2650575	DTX2	protein_coding
7856	ILMN_1699179	240450	BPTF	protein_coding
7857	ILMN_1699188	2480528	SOCS2-AS1	processed_transcript
7858	ILMN_1699190	50605	SORCS1	protein_coding
7859	ILMN_1699206	3360349	FHDC1	protein_coding
7860	ILMN_1699211	1850403	NA	NA
7861	ILMN_1699216	4060615	NA	lincRNA
7862	ILMN_1699217	4830128	NA	NA
7863	ILMN_1699226	5860037	UBR4	protein_coding
7864	ILMN_1699243	5900368	MSMB	protein_coding
7865	ILMN_1699249	4810204	NA	NA
7866	ILMN_1699253	990097	NA	processed_pseudogene
7867	ILMN_1699254	2490068	NA	NA
7868	ILMN_1699258	6370138	ALDH8A1	protein_coding
7869	ILMN_1699265	2600463	TNFRSF10B	protein_coding
7870	ILMN_1699275	2570010	VWDE	protein_coding
7871	ILMN_1699309	4010341	NA	NA
7872	ILMN_1699314	520253	GRIP1	protein_coding
7873	ILMN_1699317	4670270	CNTN6	protein_coding
7874	ILMN_1699320	10615	NA	NA
7875	ILMN_1699321	6220326	NA	NA
7876	ILMN_1699331	2690435	NA	NA
7877	ILMN_1699334	7400300	AATK	protein_coding
7878	ILMN_1699340	1740390	ZNF711	protein_coding
7879	ILMN_1699354	6510332	EPHA2	protein_coding
7880	ILMN_1699357	7050180	SLC22A5	protein_coding
7881	ILMN_1699358	7150465	NA	NA
7882	ILMN_1699362	3120576	IK	protein_coding
7883	ILMN_1699365	5890411	SLC30A6	protein_coding
7884	ILMN_1699413	6270121	NA	NA
7885	ILMN_1699421	1050242	ANXA10	protein_coding
7886	ILMN_1699423	6220528	NA	NA
7887	ILMN_1699440	990703	NA	NA
7888	ILMN_1699443	130050	CAPN15	protein_coding
7889	ILMN_1699447	4830324	TRAF5	protein_coding
7890	ILMN_1699449	1980370	FAM185A	protein_coding
7891	ILMN_1699469	380332	KCNIP4	protein_coding
7892	ILMN_1699472	7040195	ST3GAL3	protein_coding
7893	ILMN_1699473	7050092	CCAR2	protein_coding
7894	ILMN_1699476	1940608	RPE	protein_coding
7895	ILMN_1699489	1570092	TUBB6	protein_coding
7896	ILMN_1699491	7380609	DMRTA2	protein_coding
7897	ILMN_1699496	6580164	PHF21A	protein_coding
7898	ILMN_1699503	4760047	UBE2D2	protein_coding
7899	ILMN_1699514	360324	PHF7	protein_coding
7900	ILMN_1699520	6450288	NA	NA
7901	ILMN_1699525	2900626	SRI	protein_coding
7902	ILMN_1699537	1990661	C9orf135	protein_coding
7903	ILMN_1699544	5090477	LLGL2	protein_coding
7904	ILMN_1699545	2900731	NA	NA
7905	ILMN_1699552	3440681	PDZRN3	protein_coding
7906	ILMN_1699562	4120445	EFCAB1	protein_coding
7907	ILMN_1699570	6270241	TPD52L2	protein_coding
7908	ILMN_1699574	5720424	NRP1	protein_coding
7909	ILMN_1699576	5260114	CDON	protein_coding
7910	ILMN_1699585	7210551	BHLHE22	protein_coding
7911	ILMN_1699598	240187	AP2M1	protein_coding
7912	ILMN_1699599	70754	FCRL3	protein_coding
7913	ILMN_1699606	5720458	NA	NA
7914	ILMN_1699607	5290431	NA	NA
7915	ILMN_1699623	7000494	FAM81A	protein_coding
7916	ILMN_1699631	2190541	NA	NA
7917	ILMN_1699636	4860204	ACIN1	protein_coding
7918	ILMN_1699644	4670255	MARCH3	protein_coding
7919	ILMN_1699646	6900180	APBB1	protein_coding
7920	ILMN_1699648	6860471	NA	NA
7921	ILMN_1699651	4040576	IL6	protein_coding
7922	ILMN_1699665	3930424	CLIC6	protein_coding
7923	ILMN_1699666	2100035	NA	NA
7924	ILMN_1699669	6580601	CXCR5	protein_coding
7925	ILMN_1699674	1470615	ZNF703	protein_coding
7926	ILMN_1699676	1410050	NA	NA
7927	ILMN_1699682	7570615	NA	NA
7928	ILMN_1699684	450209	PBLD	protein_coding
7929	ILMN_1699695	3780092	TNFRSF21	protein_coding
7930	ILMN_1699703	2750653	ARCN1	protein_coding
7931	ILMN_1699709	5080477	RFC5	protein_coding
7932	ILMN_1699711	6760605	NA	NA
7933	ILMN_1699714	2140564	NA	NA
7934	ILMN_1699722	1820204	POM121L10P	processed_pseudogene
7935	ILMN_1699723	830736	RARB	protein_coding
7936	ILMN_1699724	4260296	NA	NA
7937	ILMN_1699728	1410091	BTD	protein_coding
7938	ILMN_1699735	6980528	NA	NA
7939	ILMN_1699750	2710070	EPHX3	protein_coding
7940	ILMN_1699767	2070450	PDE8A	protein_coding
7941	ILMN_1699768	4640315	CBLN4	protein_coding
7942	ILMN_1699772	6480209	RRAGD	protein_coding
7943	ILMN_1699778	1410445	NA	NA
7944	ILMN_1699797	5810706	HDLBP	protein_coding
7945	ILMN_1699798	7160093	HRAS	protein_coding
7946	ILMN_1699803	1400364	SP8	protein_coding
7947	ILMN_1699806	150608	NA	NA
7948	ILMN_1699809	2850241	NA	NA
7949	ILMN_1699814	6520431	TLL1	protein_coding
7950	ILMN_1699820	3940092	TNPO1	protein_coding
7951	ILMN_1699836	6420403	LSP1	protein_coding
7952	ILMN_1699843	1780097	CRTC1	protein_coding
7953	ILMN_1699844	2120661	SCRN3	protein_coding
7954	ILMN_1699852	5260019	CES4A	protein_coding
7955	ILMN_1699854	2640168	GRIN3B	protein_coding
7956	ILMN_1699856	2140735	RALGDS	protein_coding
7957	ILMN_1699859	1580343	GNPAT	protein_coding
7958	ILMN_1699867	620386	NA	NA
7959	ILMN_1699872	1240563	OR2M5	protein_coding
7960	ILMN_1699878	4390561	RAB27A	protein_coding
7961	ILMN_1699887	4260278	ST14	protein_coding
7962	ILMN_1699901	4070403	TSPEAR	protein_coding
7963	ILMN_1699908	4810333	IL12RB1	protein_coding
7964	ILMN_1699925	2640315	TGM5	protein_coding
7965	ILMN_1699931	1580088	HCST	protein_coding
7966	ILMN_1699937	6620398	HPS4	protein_coding
7967	ILMN_1699965	5690615	METTL21EP	transcribed_unprocessed_pseudogene
7968	ILMN_1699967	2470477	ARID1B	protein_coding
7969	ILMN_1699978	5220048	TMEM255A	protein_coding
7970	ILMN_1699980	1820279	NA	NA
7971	ILMN_1699987	3840181	MANEA	protein_coding
7972	ILMN_1699989	4390372	BNIPL	protein_coding
7973	ILMN_1700001	540100	TCTA	protein_coding
7974	ILMN_1700024	7380338	UST	protein_coding
7975	ILMN_1700028	3440446	TRMO	protein_coding
7976	ILMN_1700031	4480301	PRAME	protein_coding
7977	ILMN_1700034	1770491	LINC01587	processed_transcript
7978	ILMN_1700037	4590014	GRB14	protein_coding
7979	ILMN_1700042	1770026	NA	NA
7980	ILMN_1700044	4260292	SAP130	protein_coding
7981	ILMN_1700047	5220097	ALAS1	protein_coding
7982	ILMN_1700048	2490280	NA	processed_transcript
7983	ILMN_1700068	4060450	NA	NA
7984	ILMN_1700074	5870475	NA	NA
7985	ILMN_1700076	5810368	ERI3	protein_coding
7986	ILMN_1700081	6020286	FST	protein_coding
7987	ILMN_1700086	2030204	DOK1	protein_coding
7988	ILMN_1700098	380465	C11orf80	protein_coding
7989	ILMN_1700105	2650133	PATJ	protein_coding
7990	ILMN_1700109	1400025	NA	NA
7991	ILMN_1700112	5810392	DUSP22	protein_coding
7992	ILMN_1700143	3420360	FRMD4B	protein_coding
7993	ILMN_1700144	10433	ITGA10	protein_coding
7994	ILMN_1700147	4640768	VPREB3	protein_coding
7995	ILMN_1700159	2490100	NIPSNAP3A	protein_coding
7996	ILMN_1700160	3310687	NA	antisense
7997	ILMN_1700168	4280767	LARS2	protein_coding
7998	ILMN_1700169	1690463	VWA9	protein_coding
7999	ILMN_1700180	430347	NA	NA
8000	ILMN_1700182	830326	ZNF814	protein_coding
8001	ILMN_1700183	4070438	APLNR	protein_coding
8002	ILMN_1700192	7650349	NA	NA
8003	ILMN_1700199	1340397	KCNH5	protein_coding
8004	ILMN_1700202	270328	TMEM135	protein_coding
8005	ILMN_1700203	3390450	NA	NA
8006	ILMN_1700204	4040327	ZMYND8	protein_coding
8007	ILMN_1700213	6370129	MMP17	protein_coding
8008	ILMN_1700231	6130537	IP6K1	protein_coding
8009	ILMN_1700232	2510048	FBXO30	protein_coding
8010	ILMN_1700238	4280167	NA	NA
8011	ILMN_1700248	7650068	WDR86	protein_coding
8012	ILMN_1700257	4590167	C4orf32	protein_coding
8013	ILMN_1700268	2940291	QPRT	protein_coding
8014	ILMN_1700306	6420392	OCIAD2	protein_coding
8015	ILMN_1700307	510743	ZNF815P	transcribed_unprocessed_pseudogene
8016	ILMN_1700310	3890246	NA	NA
8017	ILMN_1700316	3460553	NA	NA
8018	ILMN_1700328	4390110	SCN3B	protein_coding
8019	ILMN_1700340	1030386	ASGR2	protein_coding
8020	ILMN_1700345	5260097	RNF41	protein_coding
8021	ILMN_1700349	4290053	COQ8B	protein_coding
8022	ILMN_1700353	2570102	TRAF6	protein_coding
8023	ILMN_1700366	3800255	HYDIN2	transcribed_unprocessed_pseudogene
8024	ILMN_1700367	2140129	NA	NA
8025	ILMN_1700378	4850221	NA	NA
8026	ILMN_1700379	1230403	NA	NA
8027	ILMN_1700380	620092	ATP6V0A2	protein_coding
8028	ILMN_1700382	2810139	HOXA1	protein_coding
8029	ILMN_1700384	1570064	KIAA1522	protein_coding
8030	ILMN_1700387	6940593	NA	NA
8031	ILMN_1700408	7200017	TRIM50	protein_coding
8032	ILMN_1700413	7550202	NA	NA
8033	ILMN_1700417	5900348	SLC22A14	protein_coding
8034	ILMN_1700419	5820255	TMEM208	protein_coding
8035	ILMN_1700427	4810500	PLEKHM1P1	transcribed_unprocessed_pseudogene
8036	ILMN_1700428	3450338	HLA-DOB	protein_coding
8037	ILMN_1700432	4830239	ITPKB	protein_coding
8038	ILMN_1700436	2190379	RPL29P32	processed_pseudogene
8039	ILMN_1700448	4260554	SIM2	protein_coding
8040	ILMN_1700461	60154	NA	NA
8041	ILMN_1700475	6480408	TMPRSS3	protein_coding
8042	ILMN_1700487	7560014	TOP3A	protein_coding
8043	ILMN_1700507	5290215	CLASP1	protein_coding
8044	ILMN_1700515	3440703	C17orf58	protein_coding
8045	ILMN_1700518	5270689	NA	NA
8046	ILMN_1700521	5310440	NA	NA
8047	ILMN_1700540	7650224	NA	NA
8048	ILMN_1700541	580739	FBLN1	protein_coding
8049	ILMN_1700546	7380181	ELOVL6	protein_coding
8050	ILMN_1700547	4760390	NA	NA
8051	ILMN_1700549	5570048	ERLIN2	protein_coding
8052	ILMN_1700563	4060754	NA	NA
8053	ILMN_1700583	3420176	NA	NA
8054	ILMN_1700584	6480615	IER2	protein_coding
8055	ILMN_1700588	1430386	C7orf34	protein_coding
